username,tweet
ashbl0nde,@mnieeezzz @FOODFESS2 huhu iyaa kak lumayann jauh euy kalo cod 🥺 shopee ada free ongkir kaak
adibahh_,@faizulsuermann Hi gais! Saya ada jual Zombie Cookies.   Sumpah sedap! Saya takkan jual kalau tak sedap sebab saya dah makan banyak kali 🙊  Tak percaya? Meh beli 🔥🧟‍♂️  Area Merlimau Melaka nak COD✅ Yang Luar dari Melaka boleh place order di shopee🥰✅ 👇🏻link shopee   https://t.co/t5XY4gLdly  https://t.co/LxXruAZimK
adibahh_,@maasyii @batrisyiashu Hi gais! Saya ada jual Zombie Cookies.   Sumpah sedap! Saya takkan jual kalau tak sedap sebab saya dah makan banyak kali 🙊  Tak percaya? Meh beli 🔥🧟‍♂️  Area Merlimau Melaka nak COD✅ Yang Luar dari Melaka boleh place order di shopee🥰✅ 👇🏻link shopee   https://t.co/t5XY4gLdly  https://t.co/CoUKrHGIxF
7thsamwol,"WTS / LFB / onhand PH  Pentagon Love or Take album  unsealed w/ special covers, photocards, posters  300-500php  See photo  sold as bundles only, no tingi  Shopee COD:  https://t.co/TTcrC6w9iT  ptg lot pc Hui Hongseok Shinwon Yanan Yeoone Yeo One Changgu Yuto Kino Hyunggu Wooseok  https://t.co/NTs4HKY3dx"
dejunhaul,"wtb | lfs | ph {#dejunpabili}   jaemin reso tin case pcs  - loc: mm - onhand po sana  - can do cod, gcash for mop - ggx, shopee c/o po for mod - ctto po   help rt ^__^ thanks po  https://t.co/LzzOLIUTA3"
panglimasantuy,"@menfesssyg Hmm agaknya sulit, ya wajar suka sama cewe, kalau sama cowo ya beda kasus. Cuma hmm gimana sie ya, aku tuh shopee COD shopee cOD"
dejunhaul,"wtb | lfs | ph {#dejunpabili}   nct 2020 jaemin maw pcs reg/holo   - loc: mm - can do cod, gcash for mop - ggx, shopee c/o po for mod - ct @/kihyunskoala on shopee for the ref - dm me lang po hihi   help rt thank youuu ^___^  https://t.co/mYdrnwco7b"
lsle_maezy,sorna lods cod sa shopee at lazada lang alam ko.
kyoongsewput,@GOLDENDAYPH mami if cod ba pinili? wait nalang ng shopee link?
goldenmoonkshop,interested check? BTS UNSEALED MOTS CONCEPT PHOTOBOOK SPECIAL SET w/ POSTER *first press* 3300PHP ALL IN + LSF complete inclu but NO RANDOM PC payo po since limited stock🥺  DM if interested  https://t.co/cenRHjTFs9
gimmeyyyy,@GOLDENDAYPH If shopee cod po wait nalang namin ba link?
fhee3_,@Sunda_Fess Shopee cod shopee cod
_brightytae,"wtb lfs ph   niki dawn pc  — onhand — shopee checkout, cod much better — budget: 200-250 sorry broke season — will take lowest offer!   dm me or reply !   🏷: enhypen photocard border day  https://t.co/yrh8qT2T2h"
dayshixx_multi,WTS/LFB  UNSEALED DAY6 TBOU: NEGENTROPY COMPLETE EXCEPT PC (WITH POSTER &amp; BOOKMARK)  💸600  2 ONE&amp; 3 ONLY  GCASH SHOPEE C/O  ✅COD with additional fees
ivy052_,shopee cod shopee cod
purpleslph,we accept COD thru shopee and for non shopee users we also accept orders thru dm 😊
azbeautynest,"Total of 4 COD kat Melaka today. Thank you everyone! 🖤 Penat yang I suka, penat COD &amp; bekerja 😂 Alhamdulillah. Stay safe semua.   Kalau nak join postage, you can visit my Shopee! Free shipping at 👇  https://t.co/r80ejBfihZ  https://t.co/XZVNd01aAZ"
yanyanrobes,"@GOLDENDAYPH pag full cod po ba yung pinili, hihintayin nalang po yung shopee link???"
djaycoholyc,"Shopee COD, Shopee COD..."
oalahiky,Lirik dari lagu cod shopee sekarang :   Shopee COD shopee COD baku hantam ditempat🎶🎶
byeolimniday,"Wts lfb ph  NCT DREAM / WAYV SG Photopack Jisung Full set (with other inclus) - 800php Renjun / Winwin Non selfie PC - 120 each Set - 1,000php Onhand MOD: Shopee c/o, ggx, j&amp;t, SDD MOP: GCash / COD (if SDD)   Reply / DM to claim!  https://t.co/ouNpQgSWpj"
shoponthespotp1,Tomorrow ipopost sa shopee ang onhands natin don't worry cod sya🥰
kemejakerenmur1,"@fsskroeppreal Fahriiii  Nitip rii Mcem2 kemeja cowok distro, ada kemeja surfing fullprint, kemeja polos panjang pendek &amp; flanel Barang berkualitas harga termurah krn langsung dr konveksi, BISA COD yg punya shopee silakan klik  https://t.co/K58pPHa5PB"
claudiaaudie_,@nandadik_ Me : Shopee COD.. Shopee COD
eterniteeph17,#ecphGO🐨  #ITZY  𝓛𝓲𝓪 Birthday Fankit 💚  130 PHP only - Glittered Cup Sleeve (2pcs) - Birthday Card - Glittered Photocard (3pcs) - Sticker set (10 pcs)  DOO: 06/15 SHIPPING WILL START 06/16 *COD via Shopee  https://t.co/Ols8qWnzde
goldendayph,#GDPH_SALE   [PAUBOS SALE]   Hello! Sorry for the late upload! Here is the form for all of our ONHANDS.   — can do SHOPEE COD (10%)  — SHOPEE CHECKOUT (48hrs dop)  — ONHAND   form:  https://t.co/m2cGuXmMeX  https://t.co/C8fLJlCV2C
kemejakerenmur1,"@Ramdan99__ Sama2 enak sih, tp aku team mie Sedap laahhh Nitip jualan bang🙏 Mcam2 kemeja cowok distro,kemeja surfing, kemeja polos panjang pndek &amp; flanel berkualitas, harga termurah krn langsung dr konveksi BISA COD yg punya shopee silakan klik  https://t.co/K58pPHa5PB  Happy shopping😊"
chaepop2,WTS/LFB/PH ONLY LISA VOL 2 PHOTOBOOK WITH 1 POB PHOTOCARD  - 1400 if Ktown4u POB - 1500 if YG Select POB - 2800 if both buy - Unsealed but full inclu - MOP: Gcash - MOD: Lalamove/Grab - +30 if shopee COD  tags: blackpink album wtb lfs jisoo jennie rosé pb pre order photobook pc  https://t.co/sSMFCNSE76
blcxcurrant,shopee cod shopee cod bayar langsung ditempat
blueberryccakeu,Wts lfb Rosé -r- postcards 70 each Take all for 250 Good condition  ✨Gcash (can do cod +10php) ✨Can do reservation ✨Shopee checkout  🏷️ Blackpink rose postcard pc album solo tingi  https://t.co/wiMyS8hCv8
momskpopshop,Hello! ☺️  A gentle reminder lang po to all our buyers to please click “order received” on Sh0pee if you received your order with no issues. It helps us open more COD slots for other GO’s. The payments won’t be released po kasi to us until that button is clicked.  Thank you! 🥰  https://t.co/aJvlGQGzDc
miacnstntn,"Marunong naman ako mag cod, sa shopee nga lang🙂"
butuhcicisnow,pake shopee cod
koryanamerchph,"We still have 3 slots MOTS ON:E PHOTOBOOK FIRST PRESS, get yours now!   Available for COD / shopee checkout.  Payment terms / installment available.   *we do not own the actual photos attached *ctto of the photos from twitter / fb  https://t.co/UEhuNTIi4n"
jycollections_,"📌 REPOST 📌 wts lfb ph tingi   • BTS FESTA D-DAY CALENDAR TINGI (2ND BATCH; SECURED) •  See thread for inclusions and prices.  ❣ DOP: PAYO ❣ MOP: GCash ❣ MOD: TOKTOK, GRAB, MCFA, can do SHOPEE C/O, NO COD  DM us to avail. 😊  https://t.co/8rxvfOXViv"
pinkbeanieph,"❗ 8 slots left! Get yours now!  Rosé First Single Album -R- LP Vinyl  ✅ ON-HAND ✅ COD AVAILABLE THROUGH SHOPEE ✅ P2,800 ✅ Freebie  🏷️wts, rosé, -r-,blackpink,lfb,lfs,wtb, lisa, jennie, jisoo"
moostarkyshopph,ONHAND SALE  OFFICIAL PHOTOCARDS  EXO / NCT / SEVENTEEN DOP: 06/12 Form basis:  https://t.co/oH44UknSoz ✓ COD via GGX ✓ Shopee Checkout  #MSKPH_ONHANDS  https://t.co/sNpjufKMaG
stev_epen,Shopee cod shopee cod Baku hantam di tempat~
doreniefasol,if walang depa kit 💚 1700 (outside shopee) 💚 1750 (cod via shopee)
aespaoutsold,wts lfb ph only  onhand ROSÉ -R- ktown 4U pob  ⌗ full COD via shopee ✿  ꔛ 330 php per pob set (3 pieces)  ⌗ the album blackpink lisa jennie jisoo summer diary sdih  https://t.co/Ta6wFtHv8o
bbibbi_jieun,"WTS LFB SEASON’s GREETINGS COLLECTION (2012-2020)  Sold as set only. If gusto ng tingi, hanap nalang po kayo ng kahati.  ✔️Prices can be lowered pa depende sa mapag uusapan ✔️complete inclusions lahat ✔️Meet up or COD  ✔️Credit card payments via Shopee or paypal  Details below  https://t.co/HREARfgGgf"
deaagatha7,@sstarpjh Lumayan jauh juga kak kalo ketemu langsung ya udah COD shopee aja kak😊. Sekalian nunggu 6.6 kak
frsyhmsh,@telekungjalan Terima kasih ☺️. Hi guys!!! Saya ada jual spicy salted egg cornflakes dan chocojar. 💯 saya buat sendiri. Boleh postage dan cod (klang&amp;shah alam).Berminat boleh ws  https://t.co/pXfp5XJFvG Nak free shipping boler order di shopee  https://t.co/w2oWmSIvuP  https://t.co/INR0QgdQWt
acesandeggs,enhypen border: day one weverse pre-order gift -envelope + clear poster only -price: P120 each -onhand / ready to ship -avail for shopee c/o and cod  link:  https://t.co/cEo0UADZbH #acesandeggsonhand 🏷ph wts wtb lfb lfs jungwon sunghoon jake ni-ki pc album dusk dawn pob  https://t.co/RBmTkiXZMN
deaagatha7,@sstarpjh Tapi rumah aku di dalangan kak😁. Kalo semisal gak bisa cod langsung cod shopee juga gpp kak
zxcartcxz,IC • WTS • LFB   ( Helping a friend)   ONHAND! ONHAND!   TREASURE MANYO EVENT   3DAYS RESERVATION  MASHIHO YEDAM ❌YOSHI   MOP: GCASH (no cod) MOD: shopee c/o  Rfs: badly need funds for her sister  https://t.co/lL4OPEVS0D
iamblinkeu2,"wts lfb  rosé -r- inclusions: postcard @ 70 ktown pob @ 110 each  cod availabe thru shopee, see pink below.  tags rosie rosé blackpink rs1"
iamblinkeu2,"wts lfb  blackpink lisa 0327 photobook vol 2 with ktown4u pob  sealed  onhand and ready to ship cod available thru shopee, see link below.  tags lisa lalisa blackpink"
sstarpjh,"@Deaagatha7 oalahh yaampun aku kira cod shopee😂 bisa kokk kalo mau cod, atur aja mau dimana &amp; kapannya"
acesandeggs,bts memories of 2019 special memories book (unsealed) = P450 -onhand -shopee c/o / cod  link:  https://t.co/6RUt8szc7O  #acesandeggsonhand  🏷wtb wts lfb lfs jin jimin jungkook rm suga jhope v ph  https://t.co/o3UiRlrzH4
mickeyturtel,Set your priorities. Shopee or Canvas? Syempre Canvas tayo. Kaya dinelete ko Canvas ko para mainstall yung COD HAHAHAHAHAHA
kseokdom,"#KIMSEOKDOMITEMS ON HAND #ENHYPEN GGUGGU Package Tingi  ✅Member Set (all members available) ₱250 - 1 photocard, 1 4-cut , 2 polaroid, 1 sticker sheet, 1 cut sticker ✅Jay ✅Jake ✅Sunghoon ✅Sunoo ✅Niki  Dop: June 4 Mod: J&amp;T only, no cod, no shopee co  https://t.co/GTdEI3gU9E"
dayshixx_multi,WTS/LFB  DAY6 TBOU: NEGENTROPY POSTER 💸PHP150 EACH  2 SUNGJIN 2 JAE 3 YOUNG K 1 WONPIL 1 DOWOON   GCASH SHOPEE C/O  ✅COD with additional fees
kseokdom,"#KIMSEOKDOMITEMS ON HAND #ENHYPEN GGUGGU Package Tingi  ✅Polaroid Set A ₱130 ✅Polaroid Set B ₱150 Member Set (all members available) ₱250 - 1 photocard, 1 4-cut , 2 polaroid, 1 sticker sheet, 1 cut sticker ✅Jungwon ✅Heeseung  Dop: June 4 Mod: J&amp;T only, no cod, no shopee co  https://t.co/XJSaFHJ3zd"
kseokdom,"#KIMSEOKDOMITEMS ON HAND #ENHYPEN GGUGGU Package Tingi  ✅OUTBOX+ACCORDION BOOK ₱290 ✅GGUGGU BOOK + NOTEBOOK ₱300 ✅MEMOPAD+ TAPE SET ₱250 ✅3 pcs unit 4-cut + 2 sticker sheets ₱150  Dop: June 4 Mod: J&amp;T only, no cod, no shopee co  Mine item or DM  https://t.co/t2tJ1ZfjPC"
bayslich,@queendcc shopee cod shopee cod
aamarraahh,"wtb lfs ph only  unmarked treasure baby pcs mop:shopee cod maximum budget: 100-150 ea preferably 2 or more pcs per seller  please dm me or comment your offers, thank you😊  https://t.co/7WUMPyohC7"
aespaoutsold,wts lfb ph only  onhand ROSÉ -R- album  ⌗ full COD via shopee ✿  ꔛ sealed ꔛ complete inclusions ꔛ 750 php with folded poster ꔛ 939 php with ktown4U pob set &amp; folded poster   ⌗ the album blackpink lisa jennie jisoo summer diary sdih     https://t.co/bXzzbHmDRp
doreniefasol,wts lfb ph onhand  💚 regulate jaehyun album cover 💚 lucas arrival pc 💚 lucas departure kihno with kit -- sold as set for 1950 (2000 if cod via shopee) -- with freebies -- dm/reply to claim  nct wayv 2020 127 u resonance pt 2 departure arrival jaehyun lucas kit regulate album  https://t.co/gX7zIrJfk2
skinhustle_,"@kaymanbeauty Hi guys, come and grab your favourite skincare with me!♥️  📌 Kayman 📌 Zarzou 📌 Strange Sugar  ✅ Shopee (freepostage)  https://t.co/C6MRCIoHXu  ✅ COD area:   🏎 Bukit Beruntung 🏎 Bukit Sentosa 🏎 Sungai Choh 🏎 Sungai / Sg Buaya 🏎 Serendah 🏎 Rawang   https://t.co/71bBOZmPtR"
kdysimp,"wts/lfb  EXO Official Photocards (except the one with a heart)  Suho - 250 each, 500 if both Baekhyun- 250 each, 500 if both Chanyeol- 250 (1bv poca) 100 (the one with a heart)  MOD: Shopee checkout (J&amp;T) MOP: GCash/COD  help RT‼️  https://t.co/v5pveBO3uI"
suncartue,wts lfb ph  • treasure the first step official photocards and holo postcards — pm for price   mod: shopee mop: gcash / cod + 20 pesos dop: payo   🏷 treasure ph treasure maker teume haruto junghwan hyunsuk yoshi jeongwoo jihoon yedam junkyu jaehyuk  https://t.co/qJjclzqeb3
kemejakerenmur1,"@classivy Hahaha lucu bgt Nitip kak Mcem2 kemeja pria distro, ada kemeja surfing fullprint, kemeja polos panjang pndek &amp; flanel Barang berkualitas harga termurah, cocok buat dijual lg,krn langsung dr konveksi, BISA COD yg punya shopee silakan klik  https://t.co/K58pPHa5PB  Happy shopping😊"
kucingbersedihh,shopee cod shopee cod bayar langsung di bentak
hallyulikethat,TREASURE UNDISCLOSED POSTER  Also available on Shopee! Will be up later at 8:45pm along with the Unsealed Album.  Available for COD!  https://t.co/3P5evj2JJx
ocokk_,@lolettt_ Pake shopee COD aja kak
addtocartwithme,"✨✨NU`EST: Romanticize ✨✨ 💸375 pesos ✅Sealed 📆DOP: PAYO 🕗ETA: Normal ETA 🚛MOD: COD in LSF via GGX, Shopee c/o, J&amp;T PM to Order!  https://t.co/8wiLpgj7NT"
1727tag,May mga hindi pa po ako narerefund na sf na nagchange from courier to cod shopee checkout. I'll dm you po once na narefund ko na hehe
masihadastok,@kostanalter paket bayarnya pakai shopee cod?
dreamcosmosph,"#DreamCosmosOnHand WTS | LFB | Shopee Only  BTS Map of the Soul: 7 - Sealed Album for ₱1,150. All versions still available. Get it on Shopee now! COD available for GGX courier 😊  https://t.co/o7NyD1znPu #ShopeePH"
dreamcosmosph,"#DreamCosmosPH WTS | LFB | Shopee Only  SEVENTEEN [GOING] Magazine - Sealed for ₱1,290. Last two pieces left! Get it on Shopee now! COD available for GGX courier 😊  https://t.co/rFZa5WfcEN #ShopeePH"
vtaecart_,Wts/lfb ph only!! - Bts world double sided PC Namjoon and Seokjin for only 650 set!! Will lower the price of PAYO   (ONHAND and ready to ship)  MOP: Gcash can do COD MOD: Shopee c/o  https://t.co/CNxSXQD4s7
minimal_yeoja,Show your support to #JOY: HELLO by wearing our This is Red Velvet shirt! More sizes and colors of this collection are now available! You can avail them via COD as well!  Get yours now on our site ( https://t.co/e99aySaYl9) or shopee account ( https://t.co/o01DYCOadD)  https://t.co/HK3svrhSSQ
sijei10,"WTS LFB  Junkyu, Junghwan and Yedamie Set for 600  Chapter 1 Album - unsealed with poster, scratch card, bookmark, 3 photocards, postcard, 1 YGS CHAPTER 1 group pob plus yedam jp file folder SET for 1880  add ons: kyu and suk ktown  for 250/set  gcash bdo lalamove cod Sdd shopee"
alyieeee,"WTS/LFB PH only  UNSEALED: THE BOYZ THE STELAER ALBUM  ‼️Gold, White and Black- Php 200 + lsf ‼️1 Set + Freebies - Php 500 + lsf -INCLUSIONS: (ob,pb, and cd)  -cd never played   MOP: thru gcash, if COD add Php 50 MOD: shopee c/o  https://t.co/8pzjhZggCP"
ralfz_02,@gaylelilolu U ng shopee pay ksi HAHAHAHA or nag cod ka nlng
skincare_idn,"NEW avoakin ysb aa serum 155k dom malang jatim bisa cod, shopee free ongkir xtra. Minat dm @yokcariduit /biu/  https://t.co/qM8wfdyZop"
permataumatid,"Gratis Teh Muhammadiyah, Setiap Pembelian Produk Peci Muhammadiyah Nomor 5 ini di Shopee! Plus Ekstra Tas Peci! Bayar di tempat (COD)? Bisa &amp; InsyaAllah Aman!  https://t.co/jkODmaFMJI  #Muhammadiyah #Aisyiyah  https://t.co/TNFMp6kd67"
miekix,Shopee Shop Links: (FOR ASPIRING VLOGGER)  1. Original Smilee 3110 Cellphone Tripod Camera Tripod With Free Phone Holder -  https://t.co/lLoJ0ZnzDu   2. COD Mini Desktop Tripod Support Rotation Foldable Bracket Stand Holder For Phone Camera - https://t.co/mQ8XKySjsJ
weneecart,WTS / LFB MONSTA X- MX Fatal Love ver2 first press unsealed album = 450 [can nego] -pb + cd -sticker -kihyun pc -kihyun bookmark -minhyuk holo / lenti -jooheon message card [ripped]  MOP: GCash / COD via Shopee MOD: LBC / J&amp;T via SCO  https://t.co/edb6szsTEt
ohsehuncart,🏷️: wts lfb ph obsession exo chen chanyeol sehun cod shopee
resmanalbiceles,Saya menjual (BISA COD) PRANCIS HOME PLA... seharga Rp. Dapatkan di Shopee sekarang!  https://t.co/206TtSoH4b #ShopeeID  https://t.co/GbQfL7Vx91
shopparkjimin,[1ST SET] BUTTER CARDIGAN TINGI  Cardigan: Php1300 (Size L-XL) Photocard: Php350 each  ☑️ Mine basis ☑️ Shopee checkout / GGX COD ✅ Based on seller's notif  Pay 100php to secure the slot DOP (Bal): June 15  ❌ NO CANCELLATION OF ORDERS ❌ ❌ NO JOY RESERVER ❌  https://t.co/WpKHqBDDNf
ohsehuncart,🏷️: wts lfb ph exo chen chanyeol sehun cod shopee
weneecart,WTS / LFB MONSTA X- MX Fantasia X ver4 unsealed album = 275 [can nego] -pb + cd -shownu polaroid -showheon unit pc -jooheon stand  Fantasia X ver1 unsealed album = 140 [fixed] -pb+cd only  will give discount if taking both album  MOP: GCash / COD via Shopee MOD: LBC / J&amp;T via SCO  https://t.co/wd44Woq3BH
moostarkyshopph,ONHAND SALE  UNSEALED ALBUMS EXO / BAEKHYUN / GOT7 / IU ₱100 ~ 590  SEALED ALBUMS BAEKHYUN / IU / TAEYEON ₱550 ~ 800  KAI MONOTUBE MAG ₱550 ea  Form Basis:  https://t.co/larV0PJJdJ DOP: 06/06 Prices are ALL IN + LSF ✓ COD via GGX ✓ Shopee Checkout (lsf only)  #MSKPH_ONHANDS  https://t.co/H08EFhchzV
mlkshop__,"#MLKONHANDS wts lfb ph  the boyz unsealed albums with inclusions see pics below. price in pic, mine + pic  payo or reserve, gcash mop, can do sdd and shopee, no cod.  wts wtb lfs lfb the boyz theboyz tbz unsealed albums ph onhand ready to ship  https://t.co/zvzexpD7vK"
adhindamf,"@sweetsugaries astagaa jahat banget mana cod lagii, jangan dibuka dulu mom, dan coba hubungi customer service nya shopee, disitu ada nomor pesanan nya kan? seharusnya bisa dilacak itu"
shiromyt,shopee  cod shopee cod  SELAMAT TREASURE  #ShopeexTREASURE  #트레저 #TREASURE @treasuremembers
apirlanne,@hollykaepjjang @ENHYPENMARKETPH henlo! i have riki’s 42 po for 100 ^^ can do shopee checkout (cod sf)~
mlkshop__,"#MLKONHANDS  hyunjae quitting sale price in pic, mine + number  payo or reserve, gcash mop, can do same day delivery and shopee checkout, no cod.  wts wtb lfs lfb theboyz the boyz tbz hyunjae changmin younghoon pc poca photocards ph onhand ready to ship  https://t.co/Wg4OzOEkof"
shinimph,Andami pa nameng stocks🥺 ubusin nyo na🥺 Pwede COD sa shopee💙✨
heuheuhw,"Kalau yang nganter member Treasure, aku mau make fitur Shopee COD"
shiromyt,nggak kebayang treasure bilang shopee cod shopee cod.  SELAMAT TREASURE  #ShopeexTREASURE  #트레저 #TREASURE @treasuremembers
tataemylovely,"@sweetsugaries Hah yaampun creepy bgt sumpah, coba mom call shopee nya atau dr si pengirim nya itu mana cod nya lumayan gede lagi"
heuheuhw,Shopee COD Shopee COD Bentak langsung di tempat
frsyhmsh,@kekasihciqin Thanks 😊. Hi guys!!! Saya ada jual spicy salted egg cornflakes dan chocojar. 💯 saya buat sendiri. Boleh postage dan cod (klang&amp;shah alam).Berminat boleh ws  https://t.co/pXfp5XJFvG Nak free shipping boler order di shopee  https://t.co/w2oWmSIvuP  https://t.co/6gJXbx3Bon
resmanalbiceles,Saya menjual (BISA COD) CELANA BOLA NEGA... seharga Rp. Dapatkan di Shopee sekarang!  https://t.co/fbetbfWWhx #ShopeeID  https://t.co/sckVPSpvN6
defshoreph,WTS/LFB | #DEFSPHOnHand  🐥 STRAY KIDS Unlock: Go Live In Life Polaroid Member Set 🐥   💰 P250 per member set 💚 COD enabled 📌 Shopee link:  https://t.co/Hcc6KLdZOd  https://t.co/KTgYjBPxCV
heart_a_taekook,"WTS BT21 Chimmy Baby Flat Fur Standing Doll✨ 970php (orig price 1k+)  Super fluffy! Clean, no flaws Only took out for photo, always inside my display cabinet 💖  Rfs: de-clutter, too many Chimmy sa collection 🙃  MOP: Gcash, BDO, BPI MOD: Shopee c/o (COD sf), SDD in NCR  https://t.co/EcuZ1dV7Tx"
